Plant ID,Plant name (English),Owner,Country/Area,Region,Coordinates,Plant age (years),Parent,SOE Status,Subnational unit (province/state),Municipality,Coordinate accuracy,Main production equipment,GEM wiki page,Latitude,Longitude,start_year,workforce,sinter_ttpa,coking_ttpa,pelletizing_ttpa,ferronickel_ttpa,route,capacity_operating_ttpa,capacity_pipeline_ttpa,capacity_idle_ttpa,capacity_closed_ttpa,iron_capacity_operating_ttpa,capacity_operating_bof_ttpa,capacity_operating_eaf_ttpa,plant_status,capacity_statuses
P100000120232,Ningxia Iron and Steel Group Co Ltd,Ningxia Iron and Steel (Group) Co Ltd,China,Asia Pacific,"37.5030540, 105.0783480",68.0,Ningxia Haofeng Weiye Steel Co Ltd [79.0%]; natural person(s) [21.0%],N/A,Ningxia,Meili Industrial Park,exact,BF; BOF,https://www.gem.wiki/Ningxia_Iron_and_Steel_Group_Co_Ltd,37.503054,105.078348,1958.0,944.0,,,,,BF-BOF (coal-based),1800.0,0.0,0.0,0.0,2590.0,1800.0,0.0,operating,operating; retired
P100000121052,Ningxia Jianlong Special Steel Co Ltd,Ningxia Jianlong Special Steel Co Ltd,China,Asia Pacific,"39.2154520, 106.6882940",13.84,Beijing Jianlong Investment Co Ltd [90.2%]; unknown [9.8%],N/A,Ningxia,Hongguozi Industrial Park,exact,BF; BOF,https://www.gem.wiki/Ningxia_Jianlong_Special_Steel_Co_Ltd,39.215452,106.688294,2012.0,2249.0,6000.0,1300.0,,,BF-BOF (coal-based),3500.0,0.0,0.0,0.0,3501.0,3500.0,0.0,operating,operating
P100000120411,Ningxia Xinghua Iron and Steel Co Ltd,Ningxia Xinghua Iron and Steel Co Ltd,China,Asia Pacific,"39.3095710, 106.7909300",4.22,Fujian Longgang New Materials Co Ltd [100.0%],N/A,Ningxia,Shizuishan Industrial Park,exact,BF; BOF,https://www.gem.wiki/Ningxia_Xinghua_Iron_and_Steel_Co_Ltd,39.309571,106.79093,2021.0,719.0,,,,,BF-BOF (coal-based),1500.0,0.0,0.0,0.0,1370.0,1500.0,0.0,operating,operating
P100000120859,Nippon Chonburi steel plant,G J Steel PCL,Thailand,Asia Pacific,"13.0546680, 101.0788420",31.0,G J Steel PCL [100.0%],N/A,Chonburi,Sriracha,exact,EAF,https://www.gem.wiki/Nippon_Chonburi_steel_plant,13.054668,101.078842,1995.0,804.0,0.0,0.0,0.0,0.0,EAF / IF (electric),1500.0,0.0,0.0,0.0,0.0,0.0,1500.0,operating,operating
P100000120664,Nippon East Japan Works (Kashima) steel plant,Nippon Steel Corp,Japan,Asia Pacific,"35.9343700, 140.6810190",58.0,Nippon Steel Corp [100.0%],N/A,Ibaraki,Kashima,exact,BF; BOF,https://www.gem.wiki/Nippon_East_Japan_Works_(Kashima)_steel_plant,35.93437,140.681019,1968.0,3042.0,,920.0,,,BF-BOF (coal-based),5918.0,0.0,0.0,1243.0,4896.0,5918.0,0.0,operating,operating; operating pre-retirement; retired
P100000120659,Nippon East Japan Works (Kimitsu) steel plant,Nippon Steel Corp,Japan,Asia Pacific,"35.3609120, 139.8819530",61.0,Nippon Steel Corp [100.0%],N/A,Chiba,Kimitsu,exact,BF; BOF,https://www.gem.wiki/Nippon_East_Japan_Works_(Kimitsu)_steel_plant,35.360912,139.881953,1965.0,3547.0,13200.0,1800.0,,,BF-BOF (coal-based),10001.0,0.0,0.0,0.0,9200.0,10001.0,0.0,operating,operating
P100000120666,"Nippon Kansai Works (Wakayama Area, Wakayama) steel plant",Nippon Steel Corp,Japan,Asia Pacific,"34.2335190, 135.1354430",84.0,Nippon Steel Corp [100.0%],N/A,Kansai,Wakayama,exact,BF; BOF; EAF,"https://www.gem.wiki/Nippon_Kansai_Works_(Wakayama_Area,_Wakayama)_steel_plant",34.233519,135.135443,1942.0,5051.0,,,,,Mixed (BF-BOF + electric),3043.0,0.0,0.0,0.0,2500.0,2760.0,283.0,operating,operating; retired
P100000120662,"Nippon Kyushu Works (Oita Area, Oita) steel plant",Nippon Steel Corp,Japan,Asia Pacific,"33.2608290, 131.6455270",54.72,Nippon Steel Corp [100.0%],N/A,Oita,Oita,exact,BF; BOF,"https://www.gem.wiki/Nippon_Kyushu_Works_(Oita_Area,_Oita)_steel_plant",33.260829,131.645527,1971.0,2083.0,7358.0,,,,BF-BOF (coal-based),9999.0,0.0,0.0,0.0,10564.0,9999.0,0.0,operating,operating
P100000120665,"Nippon Kyushu Works (Yawata Area, Kokura) steel plant",Nippon Steel Corp,Japan,Asia Pacific,"33.8977100, 130.8824350",69.0,Nippon Steel Corp [100.0%],N/A,Fukuoka,Kitakyushu,exact,BF; BOF,"https://www.gem.wiki/Nippon_Kyushu_Works_(Yawata_Area,_Kokura)_steel_plant",33.89771,130.882435,1957.0,1789.0,,,,,BF-BOF (coal-based),0.0,0.0,0.0,2000.0,,,,retired,retired
P100000120663,"Nippon Kyushu Works (Yawata Area, Tobata) steel plant",Nippon Steel Corp,Japan,Asia Pacific,"33.9118030, 130.8380140",125.0,Nippon Steel Corp [100.0%],N/A,Fukuoka,Kitakyushu,exact,BF; EAF; BOF,"https://www.gem.wiki/Nippon_Kyushu_Works_(Yawata_Area,_Tobata)_steel_plant",33.911803,130.838014,1901.0,1789.0,,,,,BF-BOF (coal-based),3726.0,2000.0,0.0,0.0,4543.0,3726.0,0.0,operating,operating; operating pre-retirement; announced
P100000120661,Nippon Nagoya steel plant,Nippon Steel Corp,Japan,Asia Pacific,"35.0275750, 136.8705520",65.0,Nippon Steel Corp [100.0%],N/A,Aichi,Tokai,exact,BF; BOF,https://www.gem.wiki/Nippon_Nagoya_steel_plant,35.027575,136.870552,1961.0,3183.0,,800.0,,,BF-BOF (coal-based),6000.0,0.0,0.0,0.0,9466.0,6000.0,0.0,operating,operating
P100000120858,Nippon Rayong Steel plant,G Steel PCL,Thailand,Asia Pacific,"12.7937860, 101.2445920",27.0,Nippon Steel Corp [60.2%]; small shareholder(s) [12.8%]; natural person(s) [12.4%]; UOB Kay Hian Pte Ltd [7.5%]; Superior Overseas (Thailand) Co Ltd [7.0%],N/A,Rayong,Nonglalog,exact,EAF,https://www.gem.wiki/Nippon_Rayong_Steel_plant,12.793786,101.244592,1999.0,662.0,0.0,0.0,0.0,,EAF / IF (electric),1800.0,0.0,0.0,0.0,0.0,0.0,1800.0,operating,operating
P100000120667,Nippon Sanyo Special Steel,Sanyo Special Steel Co Ltd,Japan,Asia Pacific,"34.7880740, 134.6720460",91.0,Nippon Steel Corp [53.1%]; Mitsubishi UFJ Financial Group Inc [3.2%]; Nippon Life Insurance Co [2.3%]; Sumitomo Mitsui Trust Holdings Inc [2.0%]; Mizuho Financial Group Inc [1.6%]; Resona Bank Ltd [1.0%]; Meiji Yasuda Life Insurance Co [0.7%]; Norinchukin Bank [0.7%]; small shareholder(s) [0.6%]; The Dai-ichi Life Insurance Co Ltd [0.5%]; Asahi Mutual Life Insurance Co [0.3%],N/A,Hyogo,Himeji,exact,EAF,https://www.gem.wiki/Nippon_Sanyo_Special_Steel,34.788074,134.672046,1935.0,1623.0,0.0,0.0,0.0,0.0,EAF / IF (electric),1596.0,0.0,0.0,0.0,0.0,0.0,1596.0,operating,operating
P100000120658,Nippon Setouchi Works (Hirohata Area) steel plant,Nippon Steel Corp,Japan,Asia Pacific,"34.7868790, 134.6253010",87.0,Nippon Steel Corp [100.0%],N/A,Hyogo,Himeji,exact,DRI; EAF; BOF,https://www.gem.wiki/Nippon_Setouchi_Works_(Hirohata_Area)_steel_plant,34.786879,134.625301,1939.0,1351.0,,0.0,,0.0,Mixed (BF-BOF + electric),3536.0,500.0,0.0,0.0,570.0,2816.0,720.0,operating,operating; operating pre-retirement; announced
P100000120657,Nippon Setouchi Works (Kure Area) steel plant,Nippon Steel Corp,Japan,Asia Pacific,"34.2211720, 132.5401040",72.74,Nippon Steel Corp [100.0%],N/A,Hiroshima,Kure,exact,BF; BOF,https://www.gem.wiki/Nippon_Setouchi_Works_(Kure_Area)_steel_plant,34.221172,132.540104,1951.0,2816.0,,,,,BF-BOF (coal-based),0.0,0.0,0.0,3500.0,,,,retired,retired
P100001041253,Nippon Stainless Steel Yamaguchi Works (Hikari Area) steel plant,Nippon Steel Stainless Steel Corp,Japan,Asia Pacific,"33.9646610, 131.9354030",71.0,Nippon Steel Stainless Steel Corp [100.0%],N/A,Yamaguchi,Hikari,exact,EAF,https://www.gem.wiki/Nippon_Stainless_Steel_Yamaguchi_Works_(Hikari_Area)_steel_plant,33.964661,131.935403,1955.0,,0.0,0.0,0.0,0.0,EAF / IF (electric),500.0,0.0,0.0,0.0,0.0,0.0,500.0,operating,operating
P100001041252,Nippon Stainless Steel Yamaguchi Works (Shunan Area) steel plant,Nippon Steel Stainless Steel Corp,Japan,Asia Pacific,"34.0590090, 131.7772210",68.0,Nippon Steel Stainless Steel Corp [100.0%],N/A,Yamaguchi,Shunan,exact,EAF,https://www.gem.wiki/Nippon_Stainless_Steel_Yamaguchi_Works_(Shunan_Area)_steel_plant,34.059009,131.777221,1958.0,,0.0,0.0,0.0,0.0,EAF / IF (electric),866.0,0.0,433.0,0.0,0.0,0.0,866.0,operating,operating; mothballed
P100000120976,NLMK Indiana steel plant,NLMK Indiana LLC,United States,North America,"41.6259120, -87.1599890",34.0,Novolipetsk Steel PJSC,N/A,Indiana,Portage,exact,EAF,https://www.gem.wiki/NLMK_Indiana_steel_plant,41.625912,-87.159989,1992.0,1100.0,0.0,0.0,0.0,0.0,EAF / IF (electric),770.0,0.0,0.0,0.0,0.0,0.0,770.0,operating,operating
P100000120808,NLMK Lipetsk steel plant,Novolipetsk Steel PJSC,Russia,Eurasia,"52.5573720, 39.6295740",92.0,Novolipetsk Steel PJSC [100.0%],N/A,Lipetsk,Lipetsk,exact,BF; BOF,https://www.gem.wiki/NLMK_Lipetsk_steel_plant,52.557372,39.629574,1934.0,27000.0,15000.0,2745.0,0.0,0.0,BF-BOF (coal-based),14400.0,0.0,0.0,0.0,14200.0,14400.0,0.0,operating,operating
P100000121250,NLMK Stoilensky iron plant,Stoylenskiy Gorno-Obogatitel'nyi Kombinat JSC,Russia,Eurasia,"51.2439640, 37.7834980",,Novolipetsk Steel PJSC [100.0%],N/A,Belgorod,Stary Oskol,exact,DRI,https://www.gem.wiki/NLMK_Stoilensky_iron_plant,51.243964,37.783498,2028.0,1300.0,,,9000.0,,DRI (ironmaking only),0.0,0.0,0.0,0.0,,,,announced,announced
P100000120548,NMDC Karnataka steel plant,NMDC Steel Ltd,India,Asia Pacific,"15.1862880, 76.9165910",,NMDC Steel Ltd [100.0%],Partial,Karnataka,Bellary Taluk,approximate,BOF,https://www.gem.wiki/NMDC_Karnataka_steel_plant,15.186288,76.916591,2030.0,,,,,0.0,BF-BOF (coal-based),0.0,0.0,0.0,3000.0,,,,cancelled,cancelled
P100000120523,NMDC Nagarnar steel plant,NMDC Steel Ltd,India,Asia Pacific,"19.0931901, 82.1700000",2.47,NMDC Steel Ltd [100.0%],Partial,Chhattisgarh,Nagarnar,exact,BF; BOF,https://www.gem.wiki/NMDC_Nagarnar_steel_plant,19.0931901,82.17,2023.0,5596.0,4663.0,1763.0,2000.0,0.0,BF-BOF (coal-based),3000.0,0.0,0.0,0.0,3321.0,3000.0,0.0,operating,operating
P100000120936,North American Stainless Ghent steel plant,North American Stainless Inc,United States,North America,"38.7254180, -85.0760150",36.0,Acerinox SA [100.0%],N/A,Kentucky,Ghent,exact,EAF,https://www.gem.wiki/North_American_Stainless_Ghent_steel_plant,38.725418,-85.076015,1990.0,1670.0,0.0,0.0,0.0,0.0,EAF / IF (electric),1600.0,0.0,0.0,0.0,0.0,0.0,1600.0,operating,operating
P100000120660,North Nippon Muroran Works steel plant,Nippon Steel Corp,Japan,Asia Pacific,"42.3418730, 140.9978030",117.0,Nippon Steel Corp [100.0%],N/A,Hokkaidō,Muroran,exact,BF; BOF; EAF,https://www.gem.wiki/North_Nippon_Muroran_Works_steel_plant,42.341873,140.997803,1909.0,1026.0,,,,,Mixed (BF-BOF + electric),2200.0,0.0,0.0,0.0,1240.0,1500.0,700.0,operating,operating
P100001064486,North West Steel Industries Ariq plant,North West Steel Industries Co,Iran,Middle East,"37.127089, 46.173450",9.0,North West Steel Industries Co [100.0%],N/A,East Azerbaijan,Malekan,exact,DRI; EAF,https://www.gem.wiki/North_West_Steel_Industries_Ariq_plant,37.127089,46.17345,2017.0,1000.0,,0.0,,0.0,DRI-EAF,800.0,0.0,0.0,0.0,800.0,0.0,800.0,operating,operating
P100000120420,Nová Hut Ostrava steel plant,Nová Huť sro,Czech Republic,Europe,"49.7921390, 18.3098750",74.0,SPV NH Ostrava sro [100.0%],N/A,Moravia-Silesia,Ostrava-Kunčice,exact,EAF; BF; BOF,https://www.gem.wiki/Nová_Hut_Ostrava_steel_plant,49.792139,18.309875,1952.0,6000.0,,1200.0,0.0,0.0,Mixed (BF-BOF + electric),0.0,3500.0,0.0,3600.0,,,,construction,construction; retired
P100000121234,Novasco Hagondange steel plant,Novasco BV,France,Europe,"49.2414920, 6.1526310",113.83,Greybull Capital,N/A,Moselle,Hagondange,exact,EAF,https://www.gem.wiki/Novasco_Hagondange_steel_plant,49.241492,6.152631,1912.0,450.0,0.0,0.0,0.0,0.0,EAF / IF (electric),0.0,0.0,0.0,825.0,,,,retired,retired
P100000121158,Novorossiysk Rolling Plant Rostov,Novorossiysk Rolling Plant LLC,Russia,Eurasia,"47.7404570, 40.1894450",19.0,Novostal LLC [98.9%],N/A,Rostov,Shakhty,exact,EAF,https://www.gem.wiki/Novorossiysk_Rolling_Plant_Rostov,47.740457,40.189445,2007.0,1546.0,0.0,0.0,0.0,0.0,EAF / IF (electric),830.0,270.0,0.0,0.0,0.0,0.0,830.0,operating,operating; announced
P100000120895,Nu-Iron Unlimited Point Lisas DRI plant,Nu-Iron Unlimited,Trinidad and Tobago,Central & South America,"10.3991380, -61.4863260",19.14,Nucor Corp [100.0%],N/A,Couva,Point Lisas,exact,DRI,https://www.gem.wiki/Nu-Iron_Unlimited_Point_Lisas_DRI_plant,10.399138,-61.486326,2006.0,8000.0,,0.0,,0.0,DRI (ironmaking only),0.0,0.0,0.0,0.0,2000.0,0.0,0.0,operating,operating
P100000120938,Nucor Steel Berkeley plant,Nucor Corp,United States,North America,"33.0043190, -79.8809550",30.0,Nucor Corp [100.0%],N/A,South Carolina,Huger,exact,EAF,https://www.gem.wiki/Nucor_Steel_Berkeley_plant,33.004319,-79.880955,1996.0,975.0,0.0,0.0,0.0,0.0,EAF / IF (electric),2956.0,0.0,0.0,0.0,0.0,0.0,2956.0,operating,operating
P100000121155,Nucor Steel Birmingham plant,Nucor Corp,United States,North America,"33.5455350, -86.8053930",43.0,Nucor Corp [100.0%],N/A,Alabama,Birmingham,exact,EAF,https://www.gem.wiki/Nucor_Steel_Birmingham_plant,33.545535,-86.805393,1983.0,250.0,0.0,0.0,0.0,0.0,EAF / IF (electric),500.0,0.0,0.0,0.0,0.0,0.0,500.0,operating,operating
P100000120953,Nucor Steel Brandenburg plant,Nucor Corp,United States,North America,"37.9999454, -86.1398738",4.0,Nucor Corp [100.0%],N/A,Kentucky,Brandenburg,exact,EAF,https://www.gem.wiki/Nucor_Steel_Brandenburg_plant,37.9999454,-86.1398738,2022.0,400.0,0.0,0.0,0.0,0.0,EAF / IF (electric),1450.0,0.0,0.0,0.0,0.0,0.0,1450.0,operating,operating
P100000120939,Nucor Steel Crawfordsville plant,Nucor Corp,United States,North America,"39.9763790, -86.8307270",37.0,Nucor Corp [100.0%],N/A,Indiana,Crawfordsville,exact,EAF,https://www.gem.wiki/Nucor_Steel_Crawfordsville_plant,39.976379,-86.830727,1989.0,850.0,0.0,0.0,0.0,0.0,EAF / IF (electric),2304.0,0.0,0.0,0.0,0.0,0.0,2304.0,operating,operating
P100000120940,Nucor Steel Darlington plant,Nucor Corp,United States,North America,"34.3756280, -79.8951650",57.0,Nucor Corp [100.0%],N/A,South Carolina,Darlington,exact,EAF,https://www.gem.wiki/Nucor_Steel_Darlington_plant,34.375628,-79.895165,1969.0,470.0,0.0,0.0,0.0,0.0,EAF / IF (electric),910.0,0.0,0.0,0.0,0.0,0.0,910.0,operating,operating
P100000120945,Nucor Steel Decatur plant,Nucor Steel Decatur LLC,United States,North America,"34.6396300, -87.0857380",29.0,Nucor Corp [100.0%],N/A,Alabama,Trinity,exact,EAF,https://www.gem.wiki/Nucor_Steel_Decatur_plant,34.63963,-87.085738,1997.0,696.0,0.0,0.0,0.0,0.0,EAF / IF (electric),3100.0,0.0,0.0,0.0,0.0,0.0,3100.0,operating,operating
P100000120946,Nucor Steel Gallatin plant,Nucor Corp,United States,North America,"38.7598780, -84.9962040",31.0,Nucor Corp [100.0%],N/A,Kentucky,Ghent,exact,EAF,https://www.gem.wiki/Nucor_Steel_Gallatin_plant,38.759878,-84.996204,1995.0,700.0,0.0,0.0,0.0,0.0,EAF / IF (electric),2722.0,0.0,0.0,0.0,0.0,0.0,2722.0,operating,operating
P100000120941,Nucor Steel Hertford plant,Nucor Corp,United States,North America,"36.3530060, -76.8114710",26.0,Nucor Corp [100.0%],N/A,North Carolina,Cofield,exact,EAF,https://www.gem.wiki/Nucor_Steel_Hertford_plant,36.353006,-76.811471,2000.0,500.0,0.0,0.0,0.0,0.0,EAF / IF (electric),1542.0,0.0,0.0,0.0,0.0,0.0,1542.0,operating,operating
P100000120942,Nucor Steel Hickman plant,Nucor Corp,United States,North America,"35.9011620, -89.7761900",34.0,Nucor Corp [100.0%],N/A,Arkansas,Armorel,exact,EAF,https://www.gem.wiki/Nucor_Steel_Hickman_plant,35.901162,-89.77619,1992.0,926.0,0.0,0.0,0.0,0.0,EAF / IF (electric),2450.0,0.0,0.0,0.0,0.0,0.0,2450.0,operating,operating
P100000120948,Nucor Steel Jewett plant,Nucor Corp,United States,North America,"31.3518530, -96.1654360",51.0,Nucor Corp [100.0%],N/A,Texas,Jewett,exact,EAF,https://www.gem.wiki/Nucor_Steel_Jewett_plant,31.351853,-96.165436,1975.0,400.0,0.0,0.0,0.0,0.0,EAF / IF (electric),907.0,0.0,0.0,0.0,0.0,0.0,907.0,operating,operating
P100000120947,Nucor Steel Kankakee plant,Nucor Steel Kankakee Inc,United States,North America,"41.1807340, -87.8561960",65.0,Nucor Corp [100.0%],N/A,Illinois,Bourbonnais,exact,EAF,https://www.gem.wiki/Nucor_Steel_Kankakee_plant,41.180734,-87.856196,1961.0,350.0,0.0,0.0,0.0,0.0,EAF / IF (electric),794.0,0.0,0.0,0.0,0.0,0.0,794.0,operating,operating
P100000121000,Nucor Steel Kingman plant,Nucor Steel Kingman LLC,United States,North America,"35.1431920, -114.0895680",0.39,Nucor Corp [100.0%],N/A,Arizona,Kingman,exact,EAF,https://www.gem.wiki/Nucor_Steel_Kingman_plant,35.143192,-114.089568,2025.0,140.0,0.0,0.0,0.0,0.0,EAF / IF (electric),572.0,0.0,0.0,0.0,0.0,0.0,572.0,operating,operating
P100000120987,Nucor Steel Louisiana,Nucor Steel Louisiana LLC,United States,North America,"30.0766930, -90.8599530",13.0,Nucor Corp [100.0%],N/A,Louisiana,Convent,exact,DRI,https://www.gem.wiki/Nucor_Steel_Louisiana,30.076693,-90.859953,2013.0,170.0,,0.0,,0.0,DRI (ironmaking only),0.0,0.0,0.0,0.0,2500.0,0.0,0.0,operating,operating
P100000120944,Nucor Steel Memphis plant,Nucor Steel Memphis Inc,United States,North America,"35.0483950, -90.1630330",18.0,Nucor Corp [100.0%],N/A,Tennessee,Memphis,exact,EAF,https://www.gem.wiki/Nucor_Steel_Memphis_plant,35.048395,-90.163033,2008.0,450.0,0.0,0.0,0.0,0.0,EAF / IF (electric),891.0,0.0,0.0,0.0,0.0,0.0,891.0,operating,operating
P100000120943,Nucor Steel Norfolk plant,Nucor Corp,United States,North America,"42.0789080, -97.3608540",47.0,Nucor Corp [100.0%],N/A,Nebraska,Norfolk,exact,EAF,https://www.gem.wiki/Nucor_Steel_Norfolk_plant,42.078908,-97.360854,1979.0,500.0,0.0,0.0,0.0,0.0,EAF / IF (electric),1088.0,0.0,0.0,0.0,0.0,0.0,1088.0,operating,operating
P100000121221,Nucor Steel Pacific Northwest steel plant,Nucor Corp,United States,North America,"47.5695970, -122.3673950",,Nucor Corp [100.0%],N/A,unknown,unknown,approximate,EAF,https://www.gem.wiki/Nucor_Steel_Pacific_Northwest_steel_plant,47.569597,-122.367395,,,0.0,0.0,0.0,0.0,EAF / IF (electric),0.0,0.0,0.0,650.0,,,,cancelled,cancelled
P100000120951,Nucor Steel Plymouth plant,Nucor Corp,United States,North America,"41.8827890, -112.1967430",45.0,Nucor Corp [100.0%],N/A,Utah,Plymouth,exact,EAF,https://www.gem.wiki/Nucor_Steel_Plymouth_plant,41.882789,-112.196743,1981.0,100.0,0.0,0.0,0.0,0.0,EAF / IF (electric),908.0,0.0,0.0,0.0,0.0,0.0,908.0,operating,operating
P100000120952,Nucor Steel Seattle plant,Nucor Steel Seattle Inc,United States,North America,"47.5695970, -122.3673950",122.0,Nucor Corp,N/A,Washington,Seattle,exact,EAF,https://www.gem.wiki/Nucor_Steel_Seattle_plant,47.569597,-122.367395,1904.0,320.0,0.0,0.0,0.0,0.0,EAF / IF (electric),855.0,0.0,0.0,0.0,0.0,0.0,855.0,operating,operating
P100000120950,Nucor Steel Tuscaloosa plant,Nucor Steel Tuscaloosa Inc,United States,North America,"33.2347610, -87.5084980",41.0,Nucor Corp [100.0%],N/A,Alabama,Tuscaloosa,exact,EAF,https://www.gem.wiki/Nucor_Steel_Tuscaloosa_plant,33.234761,-87.508498,1985.0,345.0,0.0,0.0,0.0,0.0,EAF / IF (electric),1200.0,0.0,0.0,0.0,0.0,0.0,1200.0,operating,operating
P100000120988,Nucor Steel West Virginia steel plant,Nucor Corp,United States,North America,"38.6477290, -82.1758750",,Nucor Corp [100.0%],N/A,West Virginia,Mason County,exact,EAF,https://www.gem.wiki/Nucor_Steel_West_Virginia_steel_plant,38.647729,-82.175875,2027.0,800.0,0.0,0.0,0.0,0.0,EAF / IF (electric),0.0,3000.0,0.0,0.0,,,,construction,construction
P100000120949,Nucor-Yamato Steel Blytheville plant,Nucor Yamato Steel Co,United States,North America,"35.9414210, -89.7138190",38.0,Nucor Corp [51.0%]; Yamato Kogyo Co Ltd [49.0%],N/A,Arkansas,Blytheville,exact,EAF,https://www.gem.wiki/Nucor-Yamato_Steel_Blytheville_plant,35.941421,-89.713819,1988.0,750.0,0.0,0.0,0.0,0.0,EAF / IF (electric),3174.0,0.0,0.0,0.0,0.0,0.0,3174.0,operating,operating
P100000120831,OMK Vyksa Casting and Rolling Complex,Vyksunskiy Metallurgicheskiy Zavod AO,Russia,Eurasia,"55.3828150, 42.1889540",268.99,Nezavisimaya Registratorskaya Kompaniya R.O.S.T. JSC,N/A,Nizhny Novgorod,Vyksa,exact,EAF,https://www.gem.wiki/OMK_Vyksa_Casting_and_Rolling_Complex,55.382815,42.188954,1757.0,17105.0,0.0,0.0,0.0,0.0,EAF / IF (electric),1400.0,0.0,0.0,0.0,0.0,0.0,1400.0,operating,operating
P100000120975,Optimus Steel Beaumont plant,Optimus Steel LLC,United States,North America,"30.0820100, -94.0746940",50.0,Aceros Turia Inc,N/A,Texas,Beaumont,exact,EAF,https://www.gem.wiki/Optimus_Steel_Beaumont_plant,30.08201,-94.074694,1976.0,311.0,0.0,0.0,0.0,0.0,EAF / IF (electric),750.0,0.0,0.0,0.0,0.0,0.0,750.0,operating,operating
P100000120631,Ori Martin Brescia steel plant,ORI Martin - Acciaieria e Ferriera di Brescia SpA,Italy,Europe,"45.5660540, 10.2147000",93.0,ORI Martin Holding SRL,N/A,Province of Brescia,Brescia,exact,EAF,https://www.gem.wiki/Ori_Martin_Brescia_steel_plant,45.566054,10.2147,1933.0,480.0,0.0,0.0,0.0,0.0,EAF / IF (electric),650.0,0.0,0.0,0.0,0.0,0.0,650.0,operating,operating
P100000120930,Orion Pueblo steel plant,Orion Steel Group LLC,United States,North America,"38.2257700, -104.6078950",145.0,Atlas Holdings LLC,N/A,Colorado,Pueblo,exact,EAF,https://www.gem.wiki/Orion_Pueblo_steel_plant,38.22577,-104.607895,1881.0,434.0,0.0,0.0,0.0,0.0,EAF / IF (electric),1100.0,0.0,0.0,0.0,0.0,0.0,1100.0,operating,operating
P100000120060,Orion Regina Steel plant,Orion Steel Group LLC,Canada,North America,"50.5149900, -104.6305890",65.0,Atlas Holdings LLC,N/A,Saskatchewan,Regina,exact,EAF,https://www.gem.wiki/Orion_Regina_Steel_plant,50.51499,-104.630589,1961.0,1200.0,0.0,0.0,0.0,0.0,EAF / IF (electric),1300.0,0.0,0.0,0.0,0.0,0.0,1300.0,operating,operating
P100000121188,Orissa Alloy Steel Kharagpur Plant,Orissa Metaliks Pvt Ltd,India,Asia Pacific,"22.3642580, 87.3090470",5.0,small shareholder(s) [28.7%]; Cimmco Vinimay Pvt Ltd [16.6%]; Rashmi Iron Industries Pvt Ltd [9.1%]; Newera Commotrade Pvt Ltd [6.6%]; Rashmi Infrastructure Pvt Ltd [6.0%]; Bholebaba Consultants LLP [5.8%]; Rashmi Cement Ltd [5.7%]; Daffodil Plaza Pvt Ltd [5.7%]; Optimist Commosale Pvt Ltd [5.5%]; Rashidhan Sales Pvt Ltd [5.2%]; Rashmi Metaliks Ltd [5.0%]; natural person(s) [0.1%],N/A,West Bengal,Kharagpur,exact,DRI; IF; BF,https://www.gem.wiki/Orissa_Alloy_Steel_Kharagpur_Plant,22.364258,87.309047,2021.0,3000.0,840.0,500.0,11000.0,,DRI-EAF,550.0,1243.0,0.0,0.0,744.0,0.0,0.0,operating,operating; construction; announced
P100000121187,Orissa Metaliks Kharagpur steel plant,Orissa Metaliks Pvt Ltd,India,Asia Pacific,"22.3783550, 87.2817730",9.0,small shareholder(s) [28.7%]; Cimmco Vinimay Pvt Ltd [16.6%]; Rashmi Iron Industries Pvt Ltd [9.1%]; Newera Commotrade Pvt Ltd [6.6%]; Rashmi Infrastructure Pvt Ltd [6.0%]; Bholebaba Consultants LLP [5.8%]; Rashmi Cement Ltd [5.7%]; Daffodil Plaza Pvt Ltd [5.7%]; Optimist Commosale Pvt Ltd [5.5%]; Rashidhan Sales Pvt Ltd [5.2%]; Rashmi Metaliks Ltd [5.0%]; natural person(s) [0.1%],N/A,West Bengal,Kharagpur,exact,BF; DRI; IF,https://www.gem.wiki/Orissa_Metaliks_Kharagpur_steel_plant,22.378355,87.281773,2017.0,,,60.0,2200.0,,Mixed (BF-BOF + electric),900.0,0.0,0.0,0.0,1229.0,0.0,0.0,operating,operating
P100000120566,Orissa Metaliks Markuta steel plant,Orissa Metaliks Pvt Ltd,India,Asia Pacific,"21.8567470, 83.9662440",18.0,small shareholder(s) [28.7%]; Cimmco Vinimay Pvt Ltd [16.6%]; Rashmi Iron Industries Pvt Ltd [9.1%]; Newera Commotrade Pvt Ltd [6.6%]; Rashmi Infrastructure Pvt Ltd [6.0%]; Bholebaba Consultants LLP [5.8%]; Rashmi Cement Ltd [5.7%]; Daffodil Plaza Pvt Ltd [5.7%]; Optimist Commosale Pvt Ltd [5.5%]; Rashidhan Sales Pvt Ltd [5.2%]; Rashmi Metaliks Ltd [5.0%]; natural person(s) [0.1%],N/A,Odisha,Markuta,exact,BF; DRI; IF; BOF,https://www.gem.wiki/Orissa_Metaliks_Markuta_steel_plant,21.856747,83.966244,2008.0,1100.0,460.0,240.0,600.0,,Mixed (BF-BOF + electric),600.0,1860.0,0.0,0.0,1170.0,0.0,0.0,operating,operating; announced
